ticker,event_type,direction,confidence,url,publish_date,event_type_canonical
2330.TW,regulatory_uncertainty,0,0.8,https://technews.tw/2025/07/14/tsmc-investor-conference-tariffs/,2025-07-14 08:50:00,geopolitical_and_regulatory
2330.TW,currency_headwind,-1,0.85,https://technews.tw/2025/07/14/tsmc-investor-conference-tariffs/,2025-07-14 08:50:00,financial_performance
2330.TW,capex_expansion,1,0.7,https://technews.tw/2025/07/14/tsmc-investor-conference-tariffs/,2025-07-14 08:50:00,capacity_expansion
2330.TW,technology_advancement,1,0.9,https://technews.tw/2025/07/14/tsmc-investor-conference-tariffs/,2025-07-14 08:50:00,technology_advancement
2330.TW,supply_increase,1,0.75,https://finance.technews.tw/2026/01/29/asml-shares-slide-on-concerns-over-production-capacity/,2026-01-29 12:10:00,supply_chain
2330.TW,supply_chain_expansion,1,0.75,https://finance.technews.tw/2025/12/27/tewc-to-usa/,2025-12-27 09:00:00,supply_chain
2330.TW,capacity_expansion,1,0.85,https://technews.tw/2025/09/25/tsmc-2nm-price-rumor/,2025-09-25 09:20:00,capacity_expansion
2330.TW,price_increase,1,0.75,https://technews.tw/2025/09/25/tsmc-2nm-price-rumor/,2025-09-25 09:20:00,pricing_and_margins
2330.TW,earnings_guidance,0,0.7,https://technews.tw/2026/04/06/tsmc-earnings-call-april-16-geopolitical-impact-competitive-landscape/,2026-04-06 12:00:00,financial_performance
2330.TW,competitive_pressure,-1,0.6,https://technews.tw/2026/04/06/tsmc-earnings-call-april-16-geopolitical-impact-competitive-landscape/,2026-04-06 12:00:00,competitive_dynamics
2330.TW,capacity_expansion,1,0.7,https://technews.tw/2026/04/06/tsmc-earnings-call-april-16-geopolitical-impact-competitive-landscape/,2026-04-06 12:00:00,capacity_expansion
2330.TW,cost_pressure,-1,0.7,https://technews.tw/2026/04/06/tsmc-earnings-call-april-16-geopolitical-impact-competitive-landscape/,2026-04-06 12:00:00,pricing_and_margins
2327.TW,acquisition_attempt,1,0.85,https://finance.technews.tw/2025/09/12/minebea-mitsumi-tob-fail/,2025-09-12 08:05:00,corporate_events
2330.TW,tariff_policy,-1,0.75,https://finance.technews.tw/2025/08/07/trump-taiwan-tsmc-invest/,2025-08-07 09:30:00,geopolitical_and_regulatory
2382.TW,strategic_partnership,1,0.85,https://technews.tw/2026/02/04/yunda-collaborates-with-nvidia-and-dassault-systemes-to-build-a-iron-triangle/,2026-02-04 19:50:00,strategic_partnership
2382.TW,market_expansion,1,0.8,https://technews.tw/2026/02/04/yunda-collaborates-with-nvidia-and-dassault-systemes-to-build-a-iron-triangle/,2026-02-04 19:50:00,market_dynamics
2382.TW,supply_chain_pressure,-1,0.75,https://technews.tw/2026/02/04/yunda-collaborates-with-nvidia-and-dassault-systemes-to-build-a-iron-triangle/,2026-02-04 19:50:00,supply_chain
2327.TW,supply_chain_shift,1,0.75,https://technews.tw/2025/12/26/samsung-galaxy-s-phone-boe-display/,2025-12-26 15:06:00,supply_chain
3231.TW,strong_ai_server_demand,1,0.95,https://finance.technews.tw/2025/12/08/overall-ai-business/,2025-12-08 15:12:00,ai_demand
8299.TWO,earnings_beat,1,0.85,https://finance.technews.tw/2025/11/07/phison-earned-nearly-two-times-its-share-capital-in-the-first-three-quarters/,2025-11-07 20:00:00,financial_performance
2301.TW,revenue_growth,1,0.95,https://finance.technews.tw/2025/11/10/cloud-computing/,2025-11-10 15:20:00,revenue_growth
2301.TW,segment_growth,1,0.9,https://finance.technews.tw/2025/11/10/cloud-computing/,2025-11-10 15:20:00,revenue_growth
2301.TW,ai_opportunity,1,0.85,https://finance.technews.tw/2025/11/10/cloud-computing/,2025-11-10 15:20:00,ai_demand
2330.TW,none_applicable,0,0.0,https://finance.technews.tw/2026/06/24/post/,2026-06-24 16:28:00,corporate_events
2330.TW,competitive_positioning,0,0.65,https://finance.technews.tw/2026/05/11/mature-process-technology-is-smics-goal/,2026-05-11 13:30:00,competitive_dynamics
3017.TW,capacity_expansion,1,0.85,https://finance.technews.tw/2026/03/13/ai-server-liquid-cooling-avc/,2026-03-13 12:10:00,capacity_expansion
3017.TW,earnings_upgrade,1,0.9,https://finance.technews.tw/2026/03/13/ai-server-liquid-cooling-avc/,2026-03-13 12:10:00,financial_performance
3017.TW,market_expansion,1,0.85,https://finance.technews.tw/2026/03/13/ai-server-liquid-cooling-avc/,2026-03-13 12:10:00,market_dynamics
2408.TW,supply_constraint_opportunity,1,0.85,https://technews.tw/2026/06/22/consumer-dram-scarcity-extends-to-ddr2-products-q3-contract-prices-continue-upward-trend/,2026-06-22 14:40:00,supply_chain
2344.TW,supply_constraint_opportunity,1,0.85,https://technews.tw/2026/06/22/consumer-dram-scarcity-extends-to-ddr2-products-q3-contract-prices-continue-upward-trend/,2026-06-22 14:40:00,supply_chain
2330.TW,strong_growth_outlook,1,0.9,https://technews.tw/2026/01/05/goldman-sachs-2026-outlook/,2026-01-05 18:23:00,revenue_growth
2308.TW,positive_analyst_outlook,1,0.85,https://technews.tw/2026/01/05/goldman-sachs-2026-outlook/,2026-01-05 18:23:00,analyst_and_market_sentiment
2059.TW,positive_analyst_outlook,1,0.85,https://technews.tw/2026/01/05/goldman-sachs-2026-outlook/,2026-01-05 18:23:00,analyst_and_market_sentiment
3017.TW,positive_analyst_outlook,1,0.8,https://technews.tw/2026/01/05/goldman-sachs-2026-outlook/,2026-01-05 18:23:00,analyst_and_market_sentiment
3231.TW,positive_analyst_outlook,1,0.85,https://technews.tw/2026/01/05/goldman-sachs-2026-outlook/,2026-01-05 18:23:00,analyst_and_market_sentiment
2330.TW,supply_chain_partnership,1,0.8,https://finance.technews.tw/2026/03/27/the-deeper-significance-of-microns-large-scale-investment-in-taiwan/,2026-03-27 16:15:00,supply_chain
6770.TW,asset_sale,1,0.9,https://finance.technews.tw/2026/03/27/the-deeper-significance-of-microns-large-scale-investment-in-taiwan/,2026-03-27 16:15:00,corporate_events
2330.TW,competitive_position,1,0.85,https://technews.tw/2026/01/15/cc-wei-see-intel-competitor/,2026-01-15 17:03:00,competitive_dynamics
2330.TW,capacity_constraint,-1,0.8,https://technews.tw/2026/01/15/cc-wei-see-intel-competitor/,2026-01-15 17:03:00,capacity_expansion
2376.TW,capacity_expansion,1,0.85,https://technews.tw/2025/12/01/giga-computing-expands-global-footprint-with-syrma-sgs-to-establish-server-manufacturing-in-india/,2025-12-01 15:14:00,capacity_expansion
2337.TW,revenue_growth,1,0.95,https://finance.technews.tw/2026/04/07/macronixs-march-revenue-increased-by-45-9-compared-to-the-previous-month/,2026-04-07 18:45:00,revenue_growth
2337.TW,price_increase,1,0.92,https://finance.technews.tw/2026/04/07/macronixs-march-revenue-increased-by-45-9-compared-to-the-previous-month/,2026-04-07 18:45:00,pricing_and_margins
2337.TW,supply_constraint,1,0.9,https://finance.technews.tw/2026/04/07/macronixs-march-revenue-increased-by-45-9-compared-to-the-previous-month/,2026-04-07 18:45:00,supply_chain
2330.TW,design_win,1,0.85,https://technews.tw/2026/03/06/macbook-neo-a18-pro-n3e/,2026-03-06 10:41:00,order_dynamics
2317.TW,ev_business_expansion,1,0.85,https://technews.tw/2025/11/06/foxconn-plans-to-expand-its-ev-manufacturing-operations-in-japan/,2025-11-06 12:15:00,market_dynamics
2408.TW,supply_constraint,1,0.85,https://technews.tw/2025/09/02/dram-price-4-consecutive-increases/,2025-09-02 08:15:00,supply_chain
2330.TW,capacity_expansion,1,0.6,https://technews.tw/2026/05/22/lam-research-focused-on-adding-ai-to-chipmaking-tools-as-it-eyes-us-expansion/,2026-05-22 13:30:00,capacity_expansion
2330.TW,stock_surge,1,0.95,https://technews.tw/2026/02/25/tsmc-2026-feb-25-stock-price/,2026-02-25 09:11:00,analyst_and_market_sentiment
2330.TW,market_milestone,1,0.95,https://technews.tw/2026/02/25/tsmc-2026-feb-25-stock-price/,2026-02-25 09:11:00,market_dynamics
2330.TW,institutional_buying,1,0.9,https://technews.tw/2026/02/25/tsmc-2026-feb-25-stock-price/,2026-02-25 09:11:00,analyst_and_market_sentiment
2330.TW,capacity_expansion_competition,0,0.5,https://finance.technews.tw/2026/04/27/macronixs-overall-operations-will-improve-quarter-by-quarter/,2026-04-27 17:30:00,competitive_dynamics
2330.TW,dividend_payment,1,0.95,https://finance.technews.tw/2026/03/17/tsmc-1875-stock-price/,2026-03-17 09:25:00,corporate_events
2330.TW,stock_price_strength,1,0.92,https://finance.technews.tw/2026/03/17/tsmc-1875-stock-price/,2026-03-17 09:25:00,analyst_and_market_sentiment
3231.TW,tariff_impact_assessment,0,0.7,https://finance.technews.tw/2025/08/12/turbulence/,2025-08-12 11:38:00,geopolitical_and_regulatory
3231.TW,strategic_partnership,1,0.85,https://finance.technews.tw/2026/01/20/geothermal-energy-development/,2026-01-20 16:26:00,strategic_partnership
2330.TW,guidance_revision,0,0.5,https://technews.tw/2026/02/02/lasertec-outlook/,2026-02-02 18:20:00,financial_performance
2383.TW,market_opportunity,1,0.85,https://technews.tw/2026/02/04/iet-ky-mbe/,2026-02-04 12:01:00,market_dynamics
2330.TW,capacity_allocation_to_ai,1,0.7,https://technews.tw/2026/02/02/vendor-nvidia-pc/,2026-02-02 07:50:00,capacity_expansion
3711.TW,capacity_expansion,1,0.9,https://finance.technews.tw/2026/03/10/ase-fr-2602/,2026-03-10 17:10:00,capacity_expansion
3711.TW,capex_increase,1,0.9,https://finance.technews.tw/2026/03/10/ase-fr-2602/,2026-03-10 17:10:00,capacity_expansion
3711.TW,revenue_growth,1,0.85,https://finance.technews.tw/2026/03/10/ase-fr-2602/,2026-03-10 17:10:00,revenue_growth
2330.TW,market_share_loss,-1,0.85,https://technews.tw/2025/07/31/samsung-is-not-making-money-but-is-trying-to-grab-tesla-orders-at-a-low-price/,2025-07-31 08:00:00,competitive_dynamics
2454.TW,strategic_positioning_in_emerging_market,1,0.75,https://finance.technews.tw/2025/07/29/ai-humanoid-robot/,2025-07-29 08:30:00,market_dynamics
2330.TW,workforce_development,1,0.85,https://technews.tw/2025/07/17/tsmc-arizona-apprenticeship-program/,2025-07-17 10:45:00,corporate_events
2395.TW,supply_chain_benefit,1,0.75,https://technews.tw/2025/10/21/ai-boom-less-margin/,2025-10-21 15:15:00,supply_chain
2330.TW,chip_design_strategy,1,0.6,https://technews.tw/2026/02/09/ios-26-3-m5-pro/,2026-02-09 11:39:00,technology_advancement
2330.TW,product_design_win,1,0.85,https://technews.tw/2025/09/25/qualcomm-announces-snapdragon-x2-elite-extreme/,2025-09-25 07:26:00,order_dynamics
2330.TW,order_win,1,0.85,https://technews.tw/2025/07/06/qualcomm-has-dropped-samsung-2nm-rumors/,2025-07-06 10:59:00,order_dynamics
2330.TW,design_win,1,0.85,https://technews.tw/2026/06/18/marvell-to-use-tsmcs-next-gen-1-4-nm-chip-tech-to-stay-in-ai-data-race/,2026-06-18 14:20:00,order_dynamics
2357.TW,competitive_pressure,-1,0.75,https://technews.tw/2026/03/11/asus-macbook-neo/,2026-03-11 11:02:00,competitive_dynamics
2330.TW,supply_advantage,1,0.75,https://technews.tw/2025/07/16/can-china-bulid-its-own-asml/,2025-07-16 15:15:00,competitive_dynamics
3711.TW,ai_demand_boost,1,0.9,https://finance.technews.tw/2025/09/10/ase-fr-2508/,2025-09-10 18:15:00,ai_demand
3711.TW,revenue_growth,1,0.95,https://finance.technews.tw/2025/09/10/ase-fr-2508/,2025-09-10 18:15:00,revenue_growth
3711.TW,advanced_packaging_expansion,1,0.85,https://finance.technews.tw/2025/09/10/ase-fr-2508/,2025-09-10 18:15:00,capacity_expansion
2303.TW,cost_management_initiative,-1,0.85,https://finance.technews.tw/2025/10/02/umc-asks-suppliers-to-reduce-prices-by-15-through-2026/,2025-10-02 07:30:00,pricing_and_margins
2330.TW,analyst_upgrade,1,0.95,https://technews.tw/2026/01/06/2026-q1-financial-report-tsmc-stock-price/,2026-01-06 14:46:00,analyst_and_market_sentiment
2330.TW,margin_expansion,1,0.9,https://technews.tw/2026/01/06/2026-q1-financial-report-tsmc-stock-price/,2026-01-06 14:46:00,pricing_and_margins
2330.TW,capacity_expansion,1,0.85,https://technews.tw/2026/01/06/2026-q1-financial-report-tsmc-stock-price/,2026-01-06 14:46:00,capacity_expansion
2330.TW,strong_demand,1,0.9,https://technews.tw/2026/01/06/2026-q1-financial-report-tsmc-stock-price/,2026-01-06 14:46:00,market_dynamics
2408.TW,price_upgrade,1,0.85,https://finance.technews.tw/2025/09/18/us-based-foreign-investors-have-widely-upgraded-their-ratings-on-taiwanese-memory-stocks/,2025-09-18 09:30:00,pricing_and_margins
2344.TW,price_upgrade,1,0.85,https://finance.technews.tw/2025/09/18/us-based-foreign-investors-have-widely-upgraded-their-ratings-on-taiwanese-memory-stocks/,2025-09-18 09:30:00,pricing_and_margins
8299.TWO,price_upgrade,1,0.85,https://finance.technews.tw/2025/09/18/us-based-foreign-investors-have-widely-upgraded-their-ratings-on-taiwanese-memory-stocks/,2025-09-18 09:30:00,pricing_and_margins
2337.TW,price_upgrade,1,0.85,https://finance.technews.tw/2025/09/18/us-based-foreign-investors-have-widely-upgraded-their-ratings-on-taiwanese-memory-stocks/,2025-09-18 09:30:00,pricing_and_margins
2345.TW,strategic_partnership,1,0.85,https://technews.tw/2025/10/07/ntt-and-broadcom-optical-network-in-2026/,2025-10-07 17:59:00,strategic_partnership
3231.TW,revenue_growth,1,0.95,https://finance.technews.tw/2025/08/08/plan-b/,2025-08-08 15:41:00,revenue_growth
3231.TW,ai_server_demand,1,0.92,https://finance.technews.tw/2025/08/08/plan-b/,2025-08-08 15:41:00,ai_demand
3231.TW,capacity_expansion,1,0.88,https://finance.technews.tw/2025/08/08/plan-b/,2025-08-08 15:41:00,capacity_expansion
2330.TW,market_rally,1,0.95,https://finance.technews.tw/2026/04/15/tsmc-2075-stock-price/,2026-04-15 09:30:00,analyst_and_market_sentiment
2454.TW,market_rally,1,0.85,https://finance.technews.tw/2026/04/15/tsmc-2075-stock-price/,2026-04-15 09:30:00,analyst_and_market_sentiment
3711.TW,market_rally,1,0.85,https://finance.technews.tw/2026/04/15/tsmc-2075-stock-price/,2026-04-15 09:30:00,analyst_and_market_sentiment
2408.TW,market_rally,1,0.85,https://finance.technews.tw/2026/04/15/tsmc-2075-stock-price/,2026-04-15 09:30:00,analyst_and_market_sentiment
2344.TW,market_rally,1,0.85,https://finance.technews.tw/2026/04/15/tsmc-2075-stock-price/,2026-04-15 09:30:00,analyst_and_market_sentiment
2303.TW,technology_advancement,1,0.9,https://technews.tw/2026/05/14/umc-14-nm-ehv/,2026-05-14 14:43:00,technology_advancement
2357.TW,supply_disruption,1,0.8,https://technews.tw/2025/12/29/pc-makers-may-have-no-choice-but-to-postpone-product-launches/,2025-12-29 09:44:00,supply_chain
2330.TW,price_increase,1,0.85,https://finance.technews.tw/2026/03/27/precious-metals-surge-led/,2026-03-27 08:27:00,pricing_and_margins
6770.TW,price_increase,1,0.8,https://finance.technews.tw/2026/03/27/precious-metals-surge-led/,2026-03-27 08:27:00,pricing_and_margins
2408.TW,earnings_beat,1,0.95,https://finance.technews.tw/2026/01/19/nanya-technologys-fourth-quarter-earnings-per-share-surged-to-nt3-58/,2026-01-19 14:40:00,financial_performance
2408.TW,margin_expansion,1,0.95,https://finance.technews.tw/2026/01/19/nanya-technologys-fourth-quarter-earnings-per-share-surged-to-nt3-58/,2026-01-19 14:40:00,pricing_and_margins
2408.TW,capex_expansion,1,0.9,https://finance.technews.tw/2026/01/19/nanya-technologys-fourth-quarter-earnings-per-share-surged-to-nt3-58/,2026-01-19 14:40:00,capacity_expansion
2408.TW,product_development,1,0.85,https://finance.technews.tw/2026/01/19/nanya-technologys-fourth-quarter-earnings-per-share-surged-to-nt3-58/,2026-01-19 14:40:00,product_launch_and_development
6515.TW,revenue_growth,1,0.95,https://finance.technews.tw/2026/04/08/winways-march-revenue-increased-by-70-year-on-year-setting-a-new-record/,2026-04-08 06:30:00,revenue_growth
6515.TW,capacity_expansion,1,0.9,https://finance.technews.tw/2026/04/08/winways-march-revenue-increased-by-70-year-on-year-setting-a-new-record/,2026-04-08 06:30:00,capacity_expansion
6515.TW,strong_demand,1,0.92,https://finance.technews.tw/2026/04/08/winways-march-revenue-increased-by-70-year-on-year-setting-a-new-record/,2026-04-08 06:30:00,market_dynamics
2330.TW,partnership_announcement,1,0.85,https://technews.tw/2026/03/18/nvidia-foundry-busy/,2026-03-18 10:00:00,strategic_partnership
2330.TW,positive_sentiment_impact,1,0.85,https://finance.technews.tw/2025/11/22/nvidia-ai-bubble/,2025-11-22 13:30:00,analyst_and_market_sentiment
2330.TW,technology_roadmap_advancement,1,0.75,https://technews.tw/2025/09/09/cpo-and-lpo/,2025-09-09 20:30:00,technology_advancement
2317.TW,cpо_supply_opportunity,1,0.7,https://technews.tw/2025/09/09/cpo-and-lpo/,2025-09-09 20:30:00,supply_chain
2308.TW,product_development_delay,-1,0.65,https://technews.tw/2026/06/10/800v-hvdc-is-going-to-be-postpone/,2026-06-10 15:12:00,product_launch_and_development
2317.TW,capacity_expansion,1,0.75,https://technews.tw/2026/02/03/samsung-display-to-start-gen-8-oled-production-in-may/,2026-02-03 14:00:00,capacity_expansion
2454.TW,product_launch,1,0.85,https://technews.tw/2025/10/15/acer-asus-dell-gigabyte-hp-lenovo-msi-are-rolling-out-systems-that-put-petaflop-ai-on-your-desk/,2025-10-15 11:49:00,product_launch_and_development
2357.TW,product_launch,1,0.85,https://technews.tw/2025/10/15/acer-asus-dell-gigabyte-hp-lenovo-msi-are-rolling-out-systems-that-put-petaflop-ai-on-your-desk/,2025-10-15 11:49:00,product_launch_and_development
2376.TW,product_launch,1,0.85,https://technews.tw/2025/10/15/acer-asus-dell-gigabyte-hp-lenovo-msi-are-rolling-out-systems-that-put-petaflop-ai-on-your-desk/,2025-10-15 11:49:00,product_launch_and_development
2330.TW,customer_concentration_shift,0,0.75,https://technews.tw/2026/01/13/the-rise-of-ai-is-eroding-apples-influence-over-tsmc/,2026-01-13 11:10:00,market_dynamics
2330.TW,process_node_advancement,1,0.85,https://technews.tw/2025/08/19/tsmc-latest-chips-to-get-super-expensive-with-30kwafer-tag/,2025-08-19 08:50:00,technology_advancement
2308.TW,capacity_expansion,1,0.85,https://finance.technews.tw/2026/02/26/delta-800v-400v/,2026-02-26 16:47:00,capacity_expansion
2308.TW,technology_development,1,0.8,https://finance.technews.tw/2026/02/26/delta-800v-400v/,2026-02-26 16:47:00,technology_advancement
2308.TW,revenue_growth_outlook,1,0.75,https://finance.technews.tw/2026/02/26/delta-800v-400v/,2026-02-26 16:47:00,revenue_growth
2330.TW,competitive_pressure,-1,0.6,https://technews.tw/2026/06/22/japans-toto-to-invest-495m-in-chip-materials/,2026-06-22 09:40:00,competitive_dynamics
2330.TW,order_shift_to_competitors,0,0.5,https://technews.tw/2026/03/04/the-iraq-war-benefited-taiwanese-factories/,2026-03-04 08:20:00,order_dynamics
6770.TW,order_win,1,0.85,https://technews.tw/2026/03/04/the-iraq-war-benefited-taiwanese-factories/,2026-03-04 08:20:00,order_dynamics
3008.TW,market_expansion,1,0.85,https://technews.tw/2025/09/15/optical-lens-manufacturers-are-actively-entering-the-drone-and-robotics-markets/,2025-09-15 08:00:00,market_dynamics
6239.TW,market_expansion,1,0.85,https://technews.tw/2025/09/15/optical-lens-manufacturers-are-actively-entering-the-drone-and-robotics-markets/,2025-09-15 08:00:00,market_dynamics
2330.TW,process_node_advancement,0,0.6,https://technews.tw/2025/10/21/exynos-2600-apple-six-times/,2025-10-21 11:05:00,technology_advancement
3481.TW,major_acquisition,1,0.85,https://finance.technews.tw/2025/12/09/carux-to-acquire-pioneer/,2025-12-09 17:24:00,corporate_events
2330.TW,record_financial_performance,1,0.95,https://finance.technews.tw/2025/07/07/tsmc-sk-hynix-samsung-compete-for-talent/,2025-07-07 11:30:00,financial_performance
2330.TW,capacity_expansion,1,0.85,https://technews.tw/2026/01/26/tsmc-continues-to-push-forward-capacity-expansion-plans/,2026-01-26 14:15:00,capacity_expansion
2330.TW,capex_increase,1,0.9,https://technews.tw/2026/01/26/tsmc-continues-to-push-forward-capacity-expansion-plans/,2026-01-26 14:15:00,capacity_expansion
3481.TW,asset_sale,1,0.85,https://finance.technews.tw/2026/03/24/innolux-spil/,2026-03-24 16:50:00,corporate_events
2330.TW,supply_chain_expansion,1,0.7,https://finance.technews.tw/2025/08/27/section-232-of-the-united-states/,2025-08-27 13:28:00,supply_chain
3231.TW,capacity_expansion,1,0.8,https://finance.technews.tw/2025/08/27/section-232-of-the-united-states/,2025-08-27 13:28:00,capacity_expansion
2408.TW,strong_revenue_growth,1,0.95,https://finance.technews.tw/2025/11/26/3q25-dram/,2025-11-26 15:23:00,revenue_growth
2344.TW,strong_revenue_growth,1,0.95,https://finance.technews.tw/2025/11/26/3q25-dram/,2025-11-26 15:23:00,revenue_growth
6770.TW,strong_revenue_growth,1,0.9,https://finance.technews.tw/2025/11/26/3q25-dram/,2025-11-26 15:23:00,revenue_growth
2330.TW,order_win,1,0.85,https://finance.technews.tw/2025/09/06/qualcomm-cristiano-amon-intel-chip/,2025-09-06 10:40:00,order_dynamics
2317.TW,revenue_growth,1,0.85,https://finance.technews.tw/2025/08/05/honhai-fr-2507/,2025-08-05 17:15:00,revenue_growth
2317.TW,ai_demand_strength,1,0.9,https://finance.technews.tw/2025/08/05/honhai-fr-2507/,2025-08-05 17:15:00,ai_demand
2330.TW,industry_tailwind,1,0.8,https://finance.technews.tw/2026/04/15/asml-reports-better-than-expected-first-quarter-earnings-and-raises-its-full-year-revenue-forecast/,2026-04-15 14:15:00,market_dynamics
2408.TW,supply_shortage_opportunity,1,0.9,https://finance.technews.tw/2025/10/16/ubs-is-optimistic-about-nanya-technologys-operating-performance/,2025-10-16 09:50:00,supply_chain
2337.TW,earnings_beat,1,0.95,https://finance.technews.tw/2026/04/28/macronixs-eps-is-projected-to-reach-nt11-61-for-the-full-year-of-2026/,2026-04-28 10:00:00,financial_performance
2337.TW,capacity_expansion,1,0.9,https://finance.technews.tw/2026/04/28/macronixs-eps-is-projected-to-reach-nt11-61-for-the-full-year-of-2026/,2026-04-28 10:00:00,capacity_expansion
2337.TW,market_share_gain,1,0.9,https://finance.technews.tw/2026/04/28/macronixs-eps-is-projected-to-reach-nt11-61-for-the-full-year-of-2026/,2026-04-28 10:00:00,market_dynamics
2330.TW,geopolitical_risk,-1,0.7,https://technews.tw/2026/05/25/three-key-reasons-why-america-cannot-afford-to-lose-taiwan-to-communist-china/,2026-05-25 09:40:00,geopolitical_and_regulatory
2330.TW,intellectual_property_theft,-1,0.85,https://finance.technews.tw/2025/12/02/tel-faces-additional-lawsuits-seeking-fines/,2025-12-02 18:35:00,geopolitical_and_regulatory
2330.TW,capacity_constraint,-1,0.7,https://technews.tw/2025/12/11/mediateks-next-generation-dimensity-9600-chip-is-rumored-to-adopt-a-dual-version-strategy/,2025-12-11 07:30:00,capacity_expansion
2330.TW,market_decline,-1,0.95,https://finance.technews.tw/2026/06/07/wall-street-ends-sharply-lower/,2026-06-07 15:00:00,market_dynamics
2303.TW,market_decline,-1,0.95,https://finance.technews.tw/2026/06/07/wall-street-ends-sharply-lower/,2026-06-07 15:00:00,market_dynamics
2330.TW,tariff_exemption,1,0.95,https://finance.technews.tw/2025/08/07/tsmc-stock-price-1180-sky-high-price/,2025-08-07 11:40:00,geopolitical_and_regulatory
2454.TW,supply_chain_benefit,1,0.75,https://finance.technews.tw/2025/08/07/tsmc-stock-price-1180-sky-high-price/,2025-08-07 11:40:00,supply_chain
3711.TW,capacity_expansion_support,1,0.8,https://finance.technews.tw/2025/08/07/tsmc-stock-price-1180-sky-high-price/,2025-08-07 11:40:00,capacity_expansion
2308.TW,capacity_expansion_support,1,0.8,https://finance.technews.tw/2025/08/07/tsmc-stock-price-1180-sky-high-price/,2025-08-07 11:40:00,capacity_expansion
2330.TW,employee_retention_challenge,-1,0.7,https://technews.tw/2025/11/12/tsmc-threads/,2025-11-12 11:45:00,corporate_events
2454.TW,major_contract_win,1,0.85,https://technews.tw/2026/04/21/google-tpu-v8/,2026-04-21 10:07:00,order_dynamics
6239.TW,revenue_guidance_raise,1,0.95,https://finance.technews.tw/2026/03/18/gtc-conference-keynote-speech-resulted-in-lackluster-stock-performance/,2026-03-18 10:40:00,financial_performance
6239.TW,product_launch_inference,1,0.9,https://finance.technews.tw/2026/03/18/gtc-conference-keynote-speech-resulted-in-lackluster-stock-performance/,2026-03-18 10:40:00,product_launch_and_development
2330.TW,supply_disruption,-1,0.7,https://technews.tw/2025/08/07/samsung-to-produce-image-sensors-for-apples-iphone-in-texas/,2025-08-07 15:00:00,supply_chain
2330.TW,supply_chain_initiative,1,0.7,https://technews.tw/2025/11/03/gmt-1/,2025-11-03 10:00:00,supply_chain
3105.TWO,product_launch,1,0.85,https://technews.tw/2025/11/03/gmt-1/,2025-11-03 10:00:00,product_launch_and_development
2317.TW,supply_chain_initiative,1,0.7,https://technews.tw/2025/11/03/gmt-1/,2025-11-03 10:00:00,supply_chain
2330.TW,foundry_recovery,1,0.75,https://technews.tw/2025/08/05/samsung-is-going-to-improve-during-the-end-of-this-year/,2025-08-05 07:30:00,market_dynamics
2330.TW,strategic_partnership,1,0.85,https://technews.tw/2025/08/05/samsung-is-going-to-improve-during-the-end-of-this-year/,2025-08-05 07:30:00,strategic_partnership
2330.TW,competitive_pressure,-1,0.7,https://technews.tw/2026/04/06/samsung-memory-breakthrough-wafer-foundry-yield-stability-key-future/,2026-04-06 12:15:00,competitive_dynamics
3711.TW,capacity_expansion,1,0.95,https://finance.technews.tw/2026/06/24/ase-technologys-first-large-scale-panel-level-packaging-will-enter-mass-production-by-the-end-of-the-year/,2026-06-24 11:30:00,capacity_expansion
3711.TW,technology_advancement,1,0.85,https://finance.technews.tw/2026/06/24/ase-technologys-first-large-scale-panel-level-packaging-will-enter-mass-production-by-the-end-of-the-year/,2026-06-24 11:30:00,technology_advancement
3711.TW,guidance_raise,1,0.8,https://finance.technews.tw/2026/06/24/ase-technologys-first-large-scale-panel-level-packaging-will-enter-mass-production-by-the-end-of-the-year/,2026-06-24 11:30:00,financial_performance
6770.TW,capacity_expansion,1,0.85,https://technews.tw/2026/03/26/micro-nand-transformer/,2026-03-26 14:56:00,capacity_expansion
2344.TW,supply_tightening,1,0.85,https://technews.tw/2026/01/02/nor-flash-rise/,2026-01-02 10:30:00,supply_chain
2337.TW,supply_tightening,1,0.85,https://technews.tw/2026/01/02/nor-flash-rise/,2026-01-02 10:30:00,supply_chain
2327.TW,strong_ai_demand,1,0.95,https://finance.technews.tw/2026/04/15/yageo-q2-operations-promising-order-shipments-exceeding-average-ai-share-increasing/,2026-04-15 18:20:00,ai_demand
2327.TW,earnings_beat,1,0.9,https://finance.technews.tw/2026/04/15/yageo-q2-operations-promising-order-shipments-exceeding-average-ai-share-increasing/,2026-04-15 18:20:00,financial_performance
2327.TW,revenue_growth,1,0.9,https://finance.technews.tw/2026/04/15/yageo-q2-operations-promising-order-shipments-exceeding-average-ai-share-increasing/,2026-04-15 18:20:00,revenue_growth
2327.TW,margin_expansion,1,0.85,https://finance.technews.tw/2026/04/15/yageo-q2-operations-promising-order-shipments-exceeding-average-ai-share-increasing/,2026-04-15 18:20:00,pricing_and_margins
2327.TW,favorable_supply_demand,1,0.9,https://finance.technews.tw/2026/04/15/yageo-q2-operations-promising-order-shipments-exceeding-average-ai-share-increasing/,2026-04-15 18:20:00,market_dynamics
2327.TW,price_increase,1,0.85,https://finance.technews.tw/2026/04/15/yageo-q2-operations-promising-order-shipments-exceeding-average-ai-share-increasing/,2026-04-15 18:20:00,pricing_and_margins
